,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
26202,53,F,City,No Membership,2016-03-01,Yes,Without Offers,Both,Wi-Fi,16,670.57,30775.54,21.0,668.86,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5
26203,63,F,City,Silver Membership,2017-12-01,Yes,Without Offers,?,Wi-Fi,-999,162.01,21975.21,16.0,,Yes,No,No,Not Applicable,No reason specified,3
26204,33,M,Town,Silver Membership,2016-06-30,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,276.42,5652.17,13.0,,Yes,No,No,Not Applicable,Too many ads,4
26205,16,F,,Basic Membership,2017-02-25,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,79.87,21358.93,10.0,536.98,No,Yes,No,Not Applicable,Poor Customer Service,5
26206,42,M,City,Gold Membership,2015-06-15,Yes,Without Offers,Desktop,Mobile_Data,22,106.48,9231.14,22.0,785.41,No,Yes,No,Not Applicable,Poor Website,3
26207,10,F,City,Silver Membership,2015-05-02,No,Credit/Debit Card Offers,Desktop,Mobile_Data,11,-823.6289512140031,9294.37,13.0,739.58,Yes,No,Yes,Solved in Follow-up,No reason specified,3
26208,44,M,Village,No Membership,2015-01-03,?,Credit/Debit Card Offers,Desktop,Mobile_Data,9,121.43,35245.75,20.0,,No,Yes,No,Not Applicable,Poor Website,4
26209,10,M,Town,No Membership,2017-09-05,No,Without Offers,Desktop,Fiber_Optic,13,144.26,16125.93,25.0,125.01145750721696,Yes,No,No,Not Applicable,Poor Website,5
26210,36,M,Town,Silver Membership,2015-11-24,No,Without Offers,Smartphone,Wi-Fi,7,230.37,28993.31,28.0,,No,Yes,Yes,Solved in Follow-up,No reason specified,3
26211,38,M,Town,Silver Membership,2015-07-12,Yes,Gift Vouchers/Coupons,?,Mobile_Data,17,58.86,94512.75,1.0,762.24,Yes,No,No,Not Applicable,Reasonable Price,2
26212,48,M,City,Gold Membership,2016-08-21,No,Gift Vouchers/Coupons,Both,Mobile_Data,12,431.27,34570.47,26.0,716.59,Yes,Yes,Yes,Unsolved,Poor Website,3
26213,17,M,Town,Gold Membership,2017-07-17,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,118.51,61478.83,,796.6,No,Yes,No,Not Applicable,Products always in Stock,2
26214,35,M,,Basic Membership,2017-12-07,No,Without Offers,Desktop,Fiber_Optic,8,88.06,8097.72,14.0,137.83711012784192,Yes,No,Yes,Solved,Too many ads,5
26215,50,F,,Silver Membership,2016-02-13,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17,33.26,61653.08,11.0,721.29,No,Yes,Yes,Unsolved,User Friendly Website,2
26216,32,M,Village,No Membership,2017-07-04,No,Credit/Debit Card Offers,?,Fiber_Optic,20,211.72,46564.88,-16.901792323489524,646.75,Yes,Yes,Yes,Unsolved,Too many ads,4
26217,43,M,Town,Premium Membership,2016-08-14,Yes,Credit/Debit Card Offers,Both,Mobile_Data,8,544.24,44159.8,17.0,718.56,Yes,Yes,Yes,Solved,Poor Customer Service,3
26218,37,F,,Premium Membership,2017-05-23,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,44.03,46784.27,7.0,,Yes,No,Yes,Solved in Follow-up,Reasonable Price,2
26219,28,F,,Basic Membership,2015-09-15,?,Without Offers,Both,Mobile_Data,18,490.24,6564.17,14.0,676.54,Yes,No,Yes,No Information Available,No reason specified,5
26220,19,M,Village,Silver Membership,2015-08-16,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,14,578.11,45855.7,12.0,776.17,No,Yes,No,Not Applicable,Too many ads,3
26221,20,F,Town,Gold Membership,2017-11-16,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,114.31,29366.42,27.0,788.23,No,Yes,Yes,No Information Available,Too many ads,3
26222,46,M,,Silver Membership,2017-08-27,Yes,Without Offers,Desktop,Mobile_Data,19,80.72,4258.37,18.0,,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4
26223,13,F,,Basic Membership,2015-02-18,No,Without Offers,Smartphone,Mobile_Data,-999,455.04,48105.05,14.0,589.87,No,Yes,Yes,Unsolved,No reason specified,5
26224,42,M,,Basic Membership,2015-04-30,No,Gift Vouchers/Coupons,?,Fiber_Optic,24,31.93,45804.0,28.0,500.55,No,Yes,Yes,Solved,Poor Product Quality,5
26225,33,M,Town,Premium Membership,2017-01-21,No,Without Offers,?,Wi-Fi,11,-862.9575596241,3617.98,-8.344651334585965,766.83,Yes,No,Yes,Solved,No reason specified,3
26226,35,M,Village,Platinum Membership,2015-08-09,Yes,Credit/Debit Card Offers,?,Mobile_Data,12,1021.66,24999.83,,735.18,Yes,No,Yes,Solved,Poor Website,3
26227,63,F,Town,Premium Membership,2017-08-03,No,Without Offers,Desktop,Wi-Fi,12,81.97,10213.16,21.0,729.0,Yes,No,No,Not Applicable,No reason specified,3
26228,51,F,City,No Membership,2015-06-29,Yes,Without Offers,Smartphone,Wi-Fi,10,32.74,11859.12,,,No,Yes,No,Not Applicable,No reason specified,5
26229,40,F,City,Silver Membership,2015-12-20,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,5,668.1,8615.37,28.0,767.31,No,Yes,No,Not Applicable,Too many ads,3
26230,20,M,Village,Gold Membership,2015-06-24,?,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,31.89,31393.25,23.0,784.2,Yes,No,No,Not Applicable,Poor Product Quality,3
26231,25,M,Town,Basic Membership,2017-02-26,No,Without Offers,?,Mobile_Data,9,471.9,15239.46,13.0,594.04,No,Yes,No,Not Applicable,Too many ads,5
26232,14,F,Village,No Membership,2017-11-26,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,71.79,44478.17,10.0,,Yes,No,Yes,Solved,Too many ads,5
26233,53,F,Town,Silver Membership,2016-01-05,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,102.27,13530.95,7.0,774.12,Yes,No,No,Not Applicable,Poor Website,3
26234,54,M,City,Silver Membership,2015-04-12,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,30.95,30706.6,28.0,636.25,No,Yes,No,Not Applicable,No reason specified,4
26235,49,M,,No Membership,2016-04-12,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,2,235.24,14093.12,19.0,536.96,Yes,No,Yes,Solved,Poor Product Quality,5
26236,61,M,City,Silver Membership,2015-12-28,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6,65.68,16359.04,45.93839032106351,635.54,Yes,No,No,Not Applicable,Too many ads,4
26237,53,M,City,Platinum Membership,2017-12-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,309.22,41067.45,29.0,749.3,No,Yes,Yes,Unsolved,Too many ads,3
26238,36,M,Town,Basic Membership,2015-06-24,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,24,52.2,16897.68,20.0,687.57,No,Yes,No,Not Applicable,Poor Customer Service,5
26239,52,M,,No Membership,2017-11-14,?,Without Offers,Smartphone,Wi-Fi,18,262.19,49333.09,17.0,660.89,Yes,Yes,No,Not Applicable,Poor Product Quality,4
26240,58,M,City,Basic Membership,2015-08-26,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,4,475.92,21995.86,22.0,637.27,No,Yes,No,Not Applicable,No reason specified,5
26241,33,F,Town,Premium Membership,2015-01-05,Yes,Credit/Debit Card Offers,Both,Wi-Fi,22,232.33,60188.52,18.0,796.88,Yes,Yes,No,Not Applicable,Quality Customer Care,1
26242,36,F,Town,Silver Membership,2016-10-31,No,Without Offers,Desktop,Wi-Fi,14,139.59,38373.84,20.0,,Yes,No,Yes,Solved in Follow-up,Too many ads,3
26243,24,M,City,Basic Membership,2015-10-01,Yes,Without Offers,Smartphone,Wi-Fi,15,464.94,36521.88,27.0,1143.7658386048286,Yes,No,No,Not Applicable,Poor Website,5
26244,44,M,,Gold Membership,2017-09-01,No,Credit/Debit Card Offers,?,Mobile_Data,10,42.26,33726.26,8.0,757.55,Yes,No,Yes,Solved,Poor Website,3
26245,53,M,Town,No Membership,2017-04-17,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,214.11,25527.11,23.0,574.35,No,Yes,Yes,No Information Available,No reason specified,5
26246,47,M,,Basic Membership,2017-06-22,?,Without Offers,Smartphone,Wi-Fi,13,196.94,9271.91,,625.01,Yes,No,No,Not Applicable,Too many ads,4
26247,46,M,Village,Gold Membership,2017-04-30,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15,135.87,18820.01,10.0,220.0084234306297,No,Yes,Yes,Solved,Poor Website,4
26249,25,M,Town,Basic Membership,2017-06-26,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,3,133.69,18555.26,15.0,617.04,No,Yes,Yes,Unsolved,No reason specified,4
26250,50,F,Town,Premium Membership,2017-06-29,No,Gift Vouchers/Coupons,?,Fiber_Optic,18,127.35,32638.09,,793.09,No,Yes,No,Not Applicable,Too many ads,3
26251,25,F,Town,Silver Membership,2016-01-12,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18,117.07,19557.68,17.0,,No,Yes,Yes,Solved in Follow-up,No reason specified,4
26252,38,M,Town,Gold Membership,2015-12-23,No,Gift Vouchers/Coupons,?,Wi-Fi,9,333.88,23252.54,,824.01,No,Yes,Yes,Solved in Follow-up,Reasonable Price,1
26253,46,F,Town,Gold Membership,2015-04-18,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15,-966.872625695998,84344.91,18.0,771.75,No,Yes,Yes,No Information Available,User Friendly Website,2
26254,27,F,Town,Premium Membership,2016-05-26,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,24,1168.9302393656228,27001.58,18.0,745.34,No,Yes,No,Not Applicable,Too many ads,3
26255,35,M,Town,Platinum Membership,2015-10-09,No,Without Offers,Smartphone,Wi-Fi,13,102.86,6405.33,5.0,233.72598433767268,Yes,No,Yes,No Information Available,Poor Product Quality,3
26256,48,F,City,Silver Membership,2017-10-25,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17,148.15,28994.8,5.0,621.71,Yes,No,Yes,No Information Available,Too many ads,4
26257,37,M,,No Membership,2015-04-02,No,Without Offers,?,Fiber_Optic,23,311.26,1439.83,,,Yes,No,Yes,Solved,Poor Product Quality,4
26258,10,M,Town,Silver Membership,2017-01-01,?,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,214.37,62455.04,-11.454268080527909,,Yes,Yes,No,Not Applicable,User Friendly Website,2
26259,13,F,Town,Platinum Membership,2016-06-13,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,5,387.24,2328.13,23.0,,No,Yes,No,Not Applicable,Poor Product Quality,3
26260,27,F,City,Silver Membership,2016-04-30,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,30.02,6148.71,16.0,710.72,Yes,No,No,Not Applicable,Poor Website,4
26261,12,M,,Silver Membership,2016-09-09,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11,288.43,28454.97,22.0,722.9,Yes,No,No,Not Applicable,Poor Customer Service,3
26262,18,F,City,Premium Membership,2016-02-09,No,Without Offers,Desktop,Fiber_Optic,9,377.89,45054.05,13.0,792.45,No,Yes,No,Not Applicable,No reason specified,3
26263,42,F,,Gold Membership,2017-08-25,Yes,Without Offers,Smartphone,Wi-Fi,14,154.19,28450.11,23.0,609.08,No,Yes,Yes,Unsolved,Poor Customer Service,4
26264,10,M,,Basic Membership,2016-12-04,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12,-728.6766669553073,17631.02,10.0,585.69,Yes,No,No,Not Applicable,Poor Product Quality,5
26265,24,M,,Platinum Membership,2016-09-13,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,39.64,9273.81,6.0,386.0753132712904,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
26266,42,M,Town,Basic Membership,2015-05-03,No,Without Offers,Smartphone,Wi-Fi,19,69.91,7339.21,24.0,343.861028542746,No,Yes,Yes,Unsolved,Too many ads,4
26267,28,F,,Basic Membership,2017-04-27,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,25,1096.235946626069,29418.74,23.0,579.85,No,Yes,No,Not Applicable,Poor Product Quality,5
26268,60,F,City,Premium Membership,2016-06-15,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,113.08,18766.46,27.0,788.39,No,Yes,No,Not Applicable,Poor Customer Service,3
26269,35,M,,Premium Membership,2016-11-21,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,345.65,31970.59,25.0,,Yes,No,No,Not Applicable,Poor Customer Service,3
26270,42,M,Village,Basic Membership,2015-05-31,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,11,109.84,24075.92,8.0,,Yes,No,Yes,Solved in Follow-up,No reason specified,4
26271,22,F,City,Platinum Membership,2015-11-10,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12,329.81,31999.49,29.0,753.63,No,Yes,Yes,Solved in Follow-up,Too many ads,3
26272,12,M,Town,Silver Membership,2017-10-27,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,40.15,11454.82,21.0,700.25,No,Yes,Yes,No Information Available,Poor Customer Service,3
26273,10,M,,Gold Membership,2017-03-07,Yes,Without Offers,Smartphone,Wi-Fi,20,441.63,35414.91,22.0,,No,Yes,Yes,No Information Available,Too many ads,4
26274,57,F,,Premium Membership,2015-08-12,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,160.77,31421.82,10.0,1216.5804813724922,No,Yes,No,Not Applicable,Too many ads,3
26275,32,F,City,Gold Membership,2016-01-27,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,667.52,48238.79,14.0,705.3,Yes,Yes,No,Not Applicable,No reason specified,3
26276,61,M,Village,Basic Membership,2015-05-04,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,371.79,4951.56,25.0,575.2,No,Yes,No,Not Applicable,Poor Customer Service,5
26278,49,M,,Gold Membership,2015-02-02,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,172.27,27580.07,21.0,542.4280353962491,No,Yes,Yes,No Information Available,Too many ads,3
26279,32,M,Village,Silver Membership,2017-08-30,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,117.74,7642.57,20.470797486082784,640.1,Yes,No,No,Not Applicable,Poor Product Quality,4
26281,44,F,City,No Membership,2016-07-01,Yes,Without Offers,Both,Fiber_Optic,15,221.69,24442.45,19.0,949.1443914128968,No,Yes,No,Not Applicable,Poor Product Quality,5
26282,12,F,Village,Premium Membership,2015-09-20,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18,267.35,19787.02,28.0,767.0,Yes,Yes,Yes,Unsolved,No reason specified,3
26283,48,M,Town,Gold Membership,2016-05-31,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,98.75,64599.28,4.0,774.5,Yes,No,Yes,Solved in Follow-up,Reasonable Price,2
26284,57,M,Town,Silver Membership,2016-12-27,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,-989.2671477346124,41829.07,6.0,694.87,Yes,No,Yes,Unsolved,Poor Product Quality,4
26285,43,F,,Basic Membership,2016-12-03,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,353.11,4956.22,15.0,582.91,No,Yes,No,Not Applicable,Too many ads,5
26286,55,F,City,No Membership,2016-10-29,Yes,,Smartphone,Fiber_Optic,17,579.1,43528.88,,951.1039760610144,Yes,No,Yes,Solved in Follow-up,No reason specified,5
26287,11,M,Village,Gold Membership,2017-02-18,No,Without Offers,Smartphone,Mobile_Data,13,372.14,16749.53,16.0,649.71,No,Yes,Yes,Unsolved,Poor Product Quality,4
26288,37,F,,Silver Membership,2017-10-28,Yes,Without Offers,?,Mobile_Data,8,160.72,22626.37,7.0,768.48,Yes,No,Yes,No Information Available,No reason specified,3
26290,43,M,Town,Basic Membership,2016-01-26,No,Credit/Debit Card Offers,Desktop,Wi-Fi,7,187.55,5586.12,,641.39,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5
26291,19,F,City,Premium Membership,2016-08-25,Yes,Without Offers,Smartphone,Wi-Fi,12,102.35,6499.9,20.0,798.72,No,Yes,Yes,Unsolved,Poor Website,3
26292,13,M,City,Basic Membership,2015-05-22,?,Without Offers,Both,Fiber_Optic,15,757.95,30366.26,10.0,630.75,No,Yes,Yes,No Information Available,Poor Website,4
26293,29,M,City,Premium Membership,2015-07-15,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6,442.61,35873.23,19.0,1066.6849009672833,Yes,Yes,No,Not Applicable,Products always in Stock,1
26294,47,M,Town,No Membership,2017-08-26,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,22,58.79,1575.94,,657.44,No,Yes,Yes,Solved,Poor Product Quality,4
26295,17,F,,Silver Membership,2015-12-26,Yes,Without Offers,Smartphone,Fiber_Optic,15,100.43,20937.66,13.0,1069.0439502496122,No,Yes,Yes,Unsolved,Poor Product Quality,4
26296,12,M,City,Basic Membership,2017-07-04,Yes,Without Offers,Desktop,Fiber_Optic,20,32.53,6891.67,17.0,54.874775262833175,Yes,No,No,Not Applicable,Too many ads,5
26297,26,M,Town,Basic Membership,2015-04-21,Yes,Without Offers,Desktop,Fiber_Optic,11,255.69,25785.52,29.0,,Yes,Yes,Yes,Solved in Follow-up,No reason specified,5
26298,44,F,Town,Basic Membership,2015-11-08,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19,193.12,20258.61,23.0,1053.7555132111902,Yes,No,No,Not Applicable,Poor Product Quality,5
26299,33,F,City,Basic Membership,2017-09-16,No,Without Offers,Smartphone,Wi-Fi,10,143.71,36106.0,26.0,689.8,Yes,No,No,Not Applicable,No reason specified,4
26300,48,F,City,No Membership,2016-12-12,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,31.1,43702.1,25.0,,Yes,No,Yes,Unsolved,No reason specified,5
26301,57,F,Village,Premium Membership,2015-04-05,Yes,Without Offers,Smartphone,Wi-Fi,12,1185.2063501448336,35227.14,16.0,774.04,No,Yes,Yes,No Information Available,No reason specified,3
26302,26,F,City,Premium Membership,2016-03-27,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18,34.3,36957.18,6.0,419.4475709458328,No,Yes,Yes,Unsolved,Poor Website,3
26303,55,F,Village,Gold Membership,2017-11-12,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,261.2,23920.51,12.0,734.99,No,Yes,No,Not Applicable,Poor Customer Service,3
26304,56,M,Town,Platinum Membership,2017-05-06,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,838.95,33485.89,,742.38,No,Yes,No,Not Applicable,Reasonable Price,2
26306,19,F,Town,Gold Membership,2017-02-17,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8,158.84,4918.4,27.0,706.76,Yes,No,Yes,Solved in Follow-up,Too many ads,4
26307,19,M,City,Silver Membership,2015-06-04,Yes,Without Offers,?,Mobile_Data,12,37.01,5333.87,13.0,651.71,No,Yes,Yes,Unsolved,Poor Product Quality,4
26308,40,F,City,No Membership,2015-05-14,No,Credit/Debit Card Offers,?,Mobile_Data,17,340.21,40176.19,21.0,639.84,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,5
26309,53,F,,No Membership,2016-09-28,No,Credit/Debit Card Offers,?,Wi-Fi,22,144.99,35492.63,10.0,539.41,Yes,No,No,Not Applicable,Poor Customer Service,5
26310,22,M,City,Basic Membership,2015-03-03,Yes,Without Offers,Desktop,Mobile_Data,14,30.66,7170.81,10.0,534.86,No,Yes,No,Not Applicable,No reason specified,5
26311,58,F,,Gold Membership,2016-05-23,No,Without Offers,Smartphone,Wi-Fi,6,245.36,22189.33,13.0,1460.2350061632242,No,Yes,No,Not Applicable,Poor Product Quality,4
26312,53,F,Town,Gold Membership,2017-09-01,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,18,63.92,9574.89,-7.783944433154474,,No,Yes,No,Not Applicable,Poor Website,4
26313,37,F,Town,Basic Membership,2015-01-19,No,Gift Vouchers/Coupons,?,Mobile_Data,11,-502.5564113246152,47082.34,20.0,1043.4496381805384,No,Yes,No,Not Applicable,Poor Customer Service,4
26314,54,M,Town,Platinum Membership,2016-04-13,No,Without Offers,?,Wi-Fi,10,220.77,14403.37,17.0,765.31,Yes,No,Yes,No Information Available,Poor Website,3
26315,12,F,Village,Silver Membership,2016-10-18,No,Without Offers,Smartphone,Wi-Fi,12,303.0,24984.04,18.0,1020.3055688845,No,Yes,No,Not Applicable,Poor Product Quality,3
26316,22,F,City,Basic Membership,2016-01-04,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,-1123.0212963422578,11811.76,6.0,668.72,Yes,No,No,Not Applicable,Poor Product Quality,5
26317,51,M,City,Platinum Membership,2017-03-22,?,Without Offers,Desktop,Wi-Fi,14,301.33,7937.68,14.0,743.72,No,Yes,Yes,No Information Available,Poor Website,3
26318,26,F,City,Gold Membership,2017-11-23,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,114.59,77335.61,4.0,808.91,Yes,No,Yes,No Information Available,Products always in Stock,1
26319,64,M,Town,Silver Membership,2016-01-04,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,4,60.17,18293.02,24.0,1010.7591146081692,Yes,No,No,Not Applicable,Too many ads,4
26320,24,F,Town,Gold Membership,2016-02-09,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,24,70.22,11778.37,24.0,705.7,Yes,No,Yes,Solved,Poor Product Quality,3
26321,10,F,City,No Membership,2017-07-30,?,Without Offers,Desktop,Fiber_Optic,19,31.68,30599.35,9.0,639.94,No,Yes,No,Not Applicable,Poor Product Quality,5
26322,22,M,City,Gold Membership,2015-11-24,No,Without Offers,?,Mobile_Data,-999,171.33,41667.44,15.0,638.41,Yes,No,No,Not Applicable,No reason specified,4
26323,37,F,City,Platinum Membership,2016-11-11,Yes,Without Offers,Both,Fiber_Optic,10,547.93,16411.66,11.0,793.53,Yes,No,Yes,Solved,Poor Website,3
26324,61,F,Town,Silver Membership,2017-11-14,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,290.22,15345.38,27.0,,Yes,No,No,Not Applicable,Too many ads,3
26325,21,F,Town,Silver Membership,2017-04-05,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,285.59,28517.01,24.0,712.27,Yes,No,Yes,Solved,Poor Website,4
26326,16,M,Village,Silver Membership,2015-07-12,Yes,Credit/Debit Card Offers,Both,Mobile_Data,6,213.89,2932.46,23.0,782.99,Yes,No,Yes,Solved,Too many ads,3
26327,30,F,City,Silver Membership,2017-12-21,Yes,Without Offers,Smartphone,Fiber_Optic,13,460.45,28420.48,6.0,700.57,Yes,No,Yes,No Information Available,Too many ads,3
26328,57,M,City,Premium Membership,2016-07-12,?,Credit/Debit Card Offers,?,Mobile_Data,-999,111.58,25171.62,23.0,735.24,Yes,No,Yes,Solved,Poor Website,3
26329,11,M,City,Silver Membership,2015-01-13,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,456.72,32149.12,18.0,796.79,No,Yes,No,Not Applicable,Too many ads,3
26330,47,M,Village,Basic Membership,2016-05-09,Yes,Without Offers,?,Wi-Fi,20,33.29,44367.41,26.0,1054.8766640942813,Yes,No,No,Not Applicable,Poor Website,4
26331,24,M,Town,Premium Membership,2016-07-12,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,25,34.22,66649.14,3.0,736.74,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,2
26332,27,F,City,Basic Membership,2016-01-19,No,Without Offers,Both,Wi-Fi,15,419.67,7714.6,21.0,662.41,No,Yes,Yes,Solved in Follow-up,Poor Website,5
26333,26,M,,No Membership,2017-03-29,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,890.9,44135.62,11.0,521.21,Yes,Yes,No,Not Applicable,Poor Customer Service,5
26334,64,M,Town,Silver Membership,2017-02-03,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,64.6,30279.84,12.0,768.08,Yes,No,Yes,Solved in Follow-up,Poor Website,3
26335,15,F,,Premium Membership,2017-08-06,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,19,31.58,20368.95,5.0,775.1,Yes,No,Yes,Solved,Poor Product Quality,3
26336,43,F,Town,No Membership,2016-10-06,No,Without Offers,Desktop,Mobile_Data,16,256.21,12455.72,29.0,572.74,No,Yes,No,Not Applicable,No reason specified,5
26337,63,F,Town,Platinum Membership,2015-05-03,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,71.56,49600.41,25.0,784.22,No,Yes,Yes,Solved,Too many ads,3
26338,61,M,City,No Membership,2015-09-13,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,20,39.47,43835.41,6.0,554.84,Yes,No,No,Not Applicable,Poor Website,5
26339,62,F,,Platinum Membership,2017-04-06,Yes,Without Offers,Smartphone,Wi-Fi,15,558.8,13183.19,20.0,728.46,No,Yes,Yes,No Information Available,Too many ads,3
26340,44,M,Town,Silver Membership,2015-06-20,?,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,181.94,48344.7,5.0,643.81,No,Yes,Yes,Solved in Follow-up,Poor Website,4
26341,57,M,,No Membership,2015-11-21,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,258.14,45000.26,31.45993948749856,523.66,Yes,No,No,Not Applicable,Poor Product Quality,5
26342,29,M,City,Platinum Membership,2016-10-13,No,,Desktop,Wi-Fi,14,196.24,27934.31,25.0,799.46,No,Yes,Yes,Solved,No reason specified,3
26343,52,F,,Platinum Membership,2015-03-02,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2,360.18,8351.33,5.0,775.44,Yes,No,Yes,Solved,Products always in Stock,1
26344,36,M,Town,No Membership,2017-05-06,Yes,Without Offers,Smartphone,Mobile_Data,13,1411.001296886133,20282.5,29.0,698.18,Yes,Yes,No,Not Applicable,No reason specified,4
26345,56,M,City,Platinum Membership,2016-11-07,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,33.95,22335.87,5.0,784.45,No,Yes,No,Not Applicable,Too many ads,3
26346,34,M,Town,Basic Membership,2016-05-01,Yes,Gift Vouchers/Coupons,?,Mobile_Data,13,641.06,11314.98,5.0,692.04,Yes,Yes,Yes,No Information Available,Poor Customer Service,4
26347,25,M,Town,Premium Membership,2015-12-30,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,39.98,48553.41,22.0,707.55,No,Yes,Yes,Solved,Poor Product Quality,3
26348,10,M,City,Basic Membership,2016-12-04,Yes,Credit/Debit Card Offers,Both,Wi-Fi,15,528.54,46239.85,16.0,,No,Yes,No,Not Applicable,Poor Website,5
26349,13,F,Village,Premium Membership,2016-05-23,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,1399.7809428439364,65001.56,3.0,775.53,Yes,No,No,Not Applicable,Quality Customer Care,1
26350,41,M,City,Premium Membership,2015-11-05,No,Gift Vouchers/Coupons,?,Wi-Fi,2,1013.6933963648956,21744.84,10.0,780.51,Yes,No,Yes,Solved in Follow-up,Reasonable Price,1
26351,50,M,Town,Premium Membership,2017-05-31,?,Without Offers,Smartphone,Wi-Fi,3,57.71,9183.03,14.0,793.04,Yes,No,Yes,Solved,No reason specified,3
26352,57,F,Village,Silver Membership,2017-04-19,No,Without Offers,Desktop,Mobile_Data,16,31.03,37611.89,20.0,765.48,No,Yes,No,Not Applicable,Too many ads,3
